model_key,model_label,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_penalty,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score,param_gamma,param_kernel,param_max_depth,param_max_features,param_min_samples_split,param_n_estimators,param_learning_rate,param_subsample,param_colsample_bytree,param_min_child_samples,param_num_leaves,param_reg_alpha,param_depth,param_iterations,param_l2_leaf_reg
svm,Support Vector Machine,3.3364640712738036,0.0939114343713572,0.06510362625122071,0.006138459829922516,10.0,,"{'C': 10, 'kernel': 'linear'}",0.5005511668033901,0.4937104414532875,0.44183773971368057,0.5111794020389409,0.48639255751828175,0.48673426150551613,0.023887039519340385,11,0.5125756851865388,0.4804719920764829,0.4901312661029079,0.5041934105488575,0.49106733221768994,0.4956879372264954,0.01132511085182536,,linear,,,,,,,,,,,,,
rf,Random Forest,1.820230197906494,0.4193739849112213,0.5053365707397461,0.27538910587838,,,"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 100}",0.580723327698598,0.5316283254968533,0.5104604322973294,0.5338027090713785,0.5240306770316213,0.5361290943191561,0.023746858949625783,65,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,,,sqrt,2.0,100.0,,,,,,,,,
rf,Random Forest,3.326736640930176,0.44074263237795386,0.35132451057434083,0.2021005669270224,,,"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 200}",0.5806309955050423,0.5478344175201189,0.5,0.5357756856086279,0.5204290489435865,0.5369340295154751,0.0270781165367169,63,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,,,sqrt,2.0,200.0,,,,,,,,,
rf,Random Forest,6.160357236862183,0.2564972328777684,0.6671582698822022,0.27363204399588725,,,"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 400}",0.5712553899861561,0.547638647499694,0.49908003601921525,0.5209870239891525,0.5209870239891525,0.5319896242966742,0.024947335368876424,71,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,,,sqrt,2.0,400.0,,,,,,,,,
rf,Random Forest,1.8476030826568604,0.34183069122222504,0.450563383102417,0.33817792721574114,,,"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_split': 5, 'n_estimators': 100}",0.5771645108190728,0.5613413993878117,0.5185587587482346,0.541849082464196,0.5383666712208304,0.5474560845280291,0.020122146531034703,41,0.9989974925228782,0.9986062657632019,0.9986062657632019,0.9989970500222449,0.9984350538141727,0.9987284255771398,0.0002282407261581959,,,,sqrt,5.0,100.0,,,,,,,,,
rf,Random Forest,2.913095712661743,0.3843554124818058,0.27837843894958497,0.09073668403194378,,,"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_split': 5, 'n_estimators': 200}",0.5942947707239261,0.5512491385436334,0.518411033833193,0.5451409756985618,0.5587716039037359,0.55357350454061,0.024487349071597157,37,0.9989974925228782,0.9996086871303898,0.9996086871303898,0.9996089931424325,0.9992178332788377,0.9994083386409855,0.00025519721359566983,,,,sqrt,5.0,200.0,,,,,,,,,
rf,Random Forest,6.580519914627075,0.4797515154866128,0.5924734115600586,0.11013006989172837,,,"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_split': 5, 'n_estimators': 400}",0.5965202402759051,0.5468268536229153,0.502627898073285,0.5372577788566378,0.5418067488509071,0.54500790393593,0.03007725420548681,53,0.9996086871303898,0.9996086871303898,0.9996086871303898,0.9996089931424325,0.9992178332788377,0.9995305775624879,0.00015637218673878042,,,,sqrt,5.0,400.0,,,,,,,,,
rf,Random Forest,1.8601943969726562,0.20900018686822608,0.5584605693817138,0.19646954516903387,,,"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_split': 10, 'n_estimators': 100}",0.6039849287173042,0.5716172876404384,0.5448623679425842,0.5323397222989321,0.535961171397674,0.5577530955993867,0.026894224572712417,35,0.9801644565485673,0.9852315419204681,0.9739186367112872,0.9827775566645857,0.9819972647141233,0.9808178913118063,0.003814137193256445,,,,sqrt,10.0,100.0,,,,,,,,,
rf,Random Forest,2.77290940284729,0.15903459750684107,0.39354510307312013,0.10015531393067681,,,"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_split': 10, 'n_estimators': 200}",0.6107944440981569,0.5761417692159579,0.5365900870950072,0.549137602455118,0.5458978243131222,0.5637123454354724,0.026968914636101463,23,0.9867401469662136,0.9857925663079864,0.9830056509573101,0.9853400748856684,0.9850068873042084,0.9851770652842774,0.0012322855763982883,,,,sqrt,10.0,200.0,,,,,,,,,
rf,Random Forest,5.78518271446228,0.5358985353493368,0.6314017295837402,0.24339807069960814,,,"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_split': 10, 'n_estimators': 400}",0.6181858935786289,0.564375956777249,0.5329521462533746,0.5447200498573268,0.5391188479330427,0.5598705788799244,0.0310024168104136,27,0.989749975471968,0.9877981889630897,0.9848401887602728,0.9910247856426476,0.9850068873042084,0.9876840052284374,0.002477754517026093,,,,sqrt,10.0,400.0,,,,,,,,,
